area,status,roomType,utilities,price
33,0,tro,"['tủ lạnh', 'wifi', 'điều hoà', 'bếp']",2800
18,0,tro,"['wifi', 'bếp']",1700
33,0,tro,"['tủ lạnh', 'tủ quần áo', 'máy giặt', 'nóng lạnh', 'wifi', 'bếp']",1700
12,0,tro,['nóng lạnh'],2200
20,0,tro,"['tủ lạnh', 'bếp', 'nóng lạnh', 'wifi', 'máy giặt', 'điều hoà', 'tủ quần áo']",1200
30,1,tro,"['tủ lạnh', 'tủ quần áo', 'máy giặt', 'nóng lạnh', 'wifi', 'điều hoà', 'bếp']",2900
23,0,tro,['wifi'],2000
10,0,tro,['điều hoà'],1400
34,0,tro,"['nóng lạnh', 'tủ lạnh', 'tủ quần áo', 'máy giặt', 'bếp']",1300
31,0,tro,"['máy giặt', 'tủ lạnh', 'wifi', 'nóng lạnh', 'điều hoà', 'tủ quần áo', 'bếp']",2300
18,1,tro,"['điều hoà', 'tủ lạnh', 'máy giặt', 'nóng lạnh', 'tủ quần áo', 'wifi', 'bếp']",2700
17,0,tro,"['tủ quần áo', 'wifi']",2000
30,1,tro,"['wifi', 'tủ lạnh', 'tủ quần áo', 'điều hoà', 'nóng lạnh', 'bếp', 'máy giặt']",2700
39,1,tro,['tủ quần áo'],1900
36,1,tro,"['nóng lạnh', 'tủ lạnh', 'tủ quần áo', 'máy giặt', 'điều hoà', 'bếp']",2200
37,0,tro,"['tủ quần áo', 'điều hoà', 'máy giặt', 'wifi']",1800
34,1,tro,['máy giặt'],2100
32,1,tro,"['nóng lạnh', 'bếp', 'wifi', 'tủ quần áo']",1400
15,1,tro,"['điều hoà', 'tủ quần áo', 'nóng lạnh']",2000
18,1,tro,"['nóng lạnh', 'tủ quần áo', 'wifi', 'máy giặt', 'bếp', 'tủ lạnh']",1100
21,0,tro,['máy giặt'],1100
39,0,tro,"['bếp', 'máy giặt']",2500
40,0,tro,"['wifi', 'nóng lạnh', 'tủ quần áo', 'tủ lạnh']",1900
36,1,tro,"['tủ lạnh', 'wifi', 'điều hoà', 'máy giặt', 'tủ quần áo']",2400
26,0,tro,['tủ lạnh'],2600
30,0,tro,"['nóng lạnh', 'wifi', 'máy giặt', 'điều hoà', 'bếp', 'tủ lạnh', 'tủ quần áo']",1300
13,1,tro,"['nóng lạnh', 'điều hoà', 'tủ quần áo']",1600
15,0,tro,"['điều hoà', 'tủ lạnh', 'nóng lạnh', 'máy giặt', 'wifi', 'bếp']",1800
25,1,tro,"['bếp', 'máy giặt', 'nóng lạnh', 'tủ quần áo', 'điều hoà']",2700
16,1,tro,"['nóng lạnh', 'tủ quần áo', 'điều hoà', 'tủ lạnh', 'bếp', 'máy giặt', 'wifi']",2900
37,1,tro,"['tủ lạnh', 'tủ quần áo', 'bếp']",2800
28,1,tro,['nóng lạnh'],2500
29,1,tro,"['điều hoà', 'tủ lạnh', 'wifi']",1600
28,0,tro,"['bếp', 'nóng lạnh', 'tủ lạnh', 'tủ quần áo']",1700
12,0,tro,"['tủ quần áo', 'tủ lạnh', 'wifi', 'điều hoà']",2700
23,0,tro,"['wifi', 'máy giặt', 'điều hoà', 'nóng lạnh', 'tủ lạnh', 'bếp']",2700
19,0,tro,"['máy giặt', 'wifi', 'tủ quần áo', 'điều hoà', 'nóng lạnh', 'bếp', 'tủ lạnh']",2600
36,1,tro,"['điều hoà', 'máy giặt', 'tủ quần áo', 'bếp', 'nóng lạnh', 'tủ lạnh']",1100
32,0,tro,"['tủ quần áo', 'wifi', 'tủ lạnh', 'điều hoà', 'máy giặt', 'bếp', 'nóng lạnh']",2400
31,1,tro,['bếp'],2300
11,0,tro,"['điều hoà', 'tủ lạnh', 'tủ quần áo', 'nóng lạnh', 'bếp']",2900
18,0,tro,"['bếp', 'tủ lạnh', 'nóng lạnh', 'tủ quần áo', 'wifi', 'điều hoà', 'máy giặt']",1100
10,1,tro,"['tủ quần áo', 'máy giặt', 'tủ lạnh', 'wifi', 'bếp', 'nóng lạnh']",2300
10,1,tro,['bếp'],1000
35,0,tro,"['bếp', 'máy giặt', 'wifi']",2200
29,1,tro,"['tủ quần áo', 'wifi', 'tủ lạnh']",2600
15,0,tro,"['nóng lạnh', 'máy giặt', 'bếp', 'tủ quần áo', 'tủ lạnh', 'wifi', 'điều hoà']",1000
20,0,tro,"['tủ lạnh', 'wifi', 'máy giặt', 'bếp', 'điều hoà']",2800
15,1,tro,"['máy giặt', 'tủ lạnh']",1700
38,0,tro,['nóng lạnh'],1400
22,0,tro,"['wifi', 'tủ lạnh', 'tủ quần áo', 'điều hoà', 'bếp', 'nóng lạnh']",1900
17,1,tro,['điều hoà'],1300
28,1,tro,"['wifi', 'điều hoà', 'máy giặt', 'bếp', 'nóng lạnh']",2700
27,0,tro,['wifi'],1500
36,0,tro,['máy giặt'],2700
16,0,tro,"['máy giặt', 'điều hoà', 'bếp', 'nóng lạnh', 'tủ lạnh']",2000
39,1,tro,"['điều hoà', 'tủ lạnh', 'máy giặt', 'nóng lạnh']",2800
40,0,tro,"['điều hoà', 'wifi', 'tủ lạnh', 'tủ quần áo']",1200
11,1,tro,['wifi'],1500
30,1,tro,['tủ lạnh'],2700
27,1,tro,"['tủ quần áo', 'máy giặt', 'wifi']",2200
34,1,tro,"['wifi', 'nóng lạnh', 'tủ lạnh']",2500
37,0,tro,"['tủ lạnh', 'nóng lạnh']",1600
38,0,tro,"['điều hoà', 'wifi', 'tủ lạnh', 'nóng lạnh', 'tủ quần áo']",2100
16,1,tro,"['điều hoà', 'bếp', 'tủ quần áo']",1600
24,1,tro,"['điều hoà', 'bếp']",1300
38,1,tro,['tủ quần áo'],1800
27,1,tro,"['wifi', 'tủ quần áo', 'tủ lạnh', 'điều hoà', 'nóng lạnh', 'máy giặt']",1700
31,0,tro,"['điều hoà', 'máy giặt', 'wifi', 'tủ lạnh', 'tủ quần áo']",2400
24,1,tro,"['wifi', 'điều hoà', 'bếp', 'tủ quần áo']",1400
28,0,tro,"['tủ lạnh', 'điều hoà', 'bếp', 'tủ quần áo', 'máy giặt', 'nóng lạnh', 'wifi']",2800
29,0,tro,"['điều hoà', 'tủ lạnh', 'bếp', 'máy giặt', 'wifi']",1300
40,1,tro,"['bếp', 'nóng lạnh', 'điều hoà', 'wifi']",2200
20,1,tro,"['nóng lạnh', 'tủ quần áo']",1800
40,1,tro,"['tủ lạnh', 'bếp', 'nóng lạnh', 'máy giặt', 'tủ quần áo', 'wifi', 'điều hoà']",1900
36,1,tro,['tủ lạnh'],1600
21,1,tro,"['bếp', 'tủ lạnh', 'máy giặt', 'wifi', 'điều hoà']",1500
21,0,tro,['wifi'],2300
13,1,tro,"['wifi', 'máy giặt', 'tủ quần áo', 'điều hoà', 'nóng lạnh', 'tủ lạnh']",2600
34,0,tro,"['wifi', 'điều hoà']",2100
35,1,tro,['nóng lạnh'],1400
10,0,tro,"['bếp', 'điều hoà', 'nóng lạnh']",1100
23,1,tro,"['tủ lạnh', 'wifi', 'điều hoà']",2500
21,0,tro,"['bếp', 'tủ lạnh']",2500
15,1,tro,"['wifi', 'bếp', 'máy giặt', 'điều hoà', 'nóng lạnh']",1700
25,0,tro,"['điều hoà', 'bếp', 'tủ quần áo']",1100
37,0,tro,"['tủ quần áo', 'máy giặt', 'tủ lạnh', 'bếp', 'điều hoà', 'wifi', 'nóng lạnh']",2700
38,1,tro,"['tủ lạnh', 'máy giặt', 'tủ quần áo']",1800
17,0,tro,"['nóng lạnh', 'máy giặt', 'wifi']",1500
33,1,tro,"['tủ lạnh', 'bếp', 'nóng lạnh', 'wifi']",1000
31,0,tro,"['tủ quần áo', 'điều hoà', 'nóng lạnh']",2600
33,0,tro,"['nóng lạnh', 'tủ lạnh', 'wifi', 'máy giặt', 'tủ quần áo']",2900
37,1,tro,['bếp'],2400
30,0,tro,"['máy giặt', 'wifi', 'điều hoà', 'bếp', 'tủ quần áo']",2900
35,0,tro,"['bếp', 'nóng lạnh', 'máy giặt', 'tủ quần áo', 'wifi']",2500
38,1,tro,"['nóng lạnh', 'điều hoà', 'bếp', 'wifi', 'máy giặt', 'tủ lạnh', 'tủ quần áo']",2100
33,0,tro,"['máy giặt', 'tủ lạnh', 'tủ quần áo', 'điều hoà', 'nóng lạnh', 'bếp']",2600
33,1,tro,"['bếp', 'tủ quần áo']",2400
38,1,tro,['wifi'],1500
30,0,tro,"['bếp', 'máy giặt', 'điều hoà', 'tủ lạnh', 'wifi', 'tủ quần áo']",1100
38,1,tro,"['bếp', 'máy giặt']",1000
39,0,tro,"['máy giặt', 'nóng lạnh', 'tủ quần áo', 'điều hoà']",1200
22,0,tro,"['bếp', 'wifi', 'tủ lạnh', 'tủ quần áo', 'máy giặt', 'điều hoà', 'nóng lạnh']",2200
34,0,tro,"['wifi', 'máy giặt', 'nóng lạnh', 'tủ lạnh']",2400
29,0,tro,"['bếp', 'wifi', 'điều hoà', 'tủ lạnh', 'tủ quần áo', 'máy giặt', 'nóng lạnh']",2600
10,1,tro,['tủ lạnh'],1300
31,1,tro,"['bếp', 'điều hoà', 'nóng lạnh', 'tủ quần áo', 'tủ lạnh']",2800
37,0,tro,"['tủ quần áo', 'điều hoà', 'tủ lạnh']",1500
39,0,tro,"['wifi', 'máy giặt', 'tủ lạnh', 'tủ quần áo', 'nóng lạnh', 'bếp']",2100
16,1,tro,"['nóng lạnh', 'điều hoà', 'tủ quần áo', 'bếp', 'tủ lạnh', 'wifi', 'máy giặt']",2600
29,0,tro,"['tủ lạnh', 'bếp']",1400
33,1,tro,"['bếp', 'tủ lạnh', 'nóng lạnh', 'máy giặt']",2600
25,0,tro,['wifi'],1600
23,1,tro,"['tủ lạnh', 'bếp']",2900
34,1,tro,"['máy giặt', 'tủ quần áo', 'wifi', 'bếp', 'điều hoà', 'nóng lạnh']",2600
22,0,tro,"['điều hoà', 'bếp', 'tủ quần áo']",1600
15,0,tro,['bếp'],2900
14,1,tro,"['nóng lạnh', 'điều hoà', 'tủ lạnh', 'bếp', 'tủ quần áo']",1100
31,0,tro,"['nóng lạnh', 'wifi', 'điều hoà', 'tủ quần áo', 'tủ lạnh', 'máy giặt']",1600
23,0,tro,"['tủ lạnh', 'nóng lạnh', 'máy giặt']",1500
22,0,tro,['bếp'],2200
24,1,tro,"['tủ lạnh', 'điều hoà', 'tủ quần áo', 'nóng lạnh', 'máy giặt', 'bếp', 'wifi']",1100
36,0,tro,"['wifi', 'bếp', 'tủ quần áo', 'máy giặt']",1500
40,0,tro,['nóng lạnh'],1000
33,1,tro,"['máy giặt', 'wifi', 'nóng lạnh', 'điều hoà', 'bếp', 'tủ quần áo', 'tủ lạnh']",2100
33,1,tro,"['wifi', 'tủ quần áo', 'tủ lạnh', 'điều hoà', 'nóng lạnh', 'bếp']",1300
30,0,tro,"['tủ lạnh', 'điều hoà', 'bếp', 'máy giặt', 'tủ quần áo']",2500
33,0,tro,"['tủ lạnh', 'wifi', 'bếp']",1800
16,1,tro,"['tủ quần áo', 'máy giặt', 'nóng lạnh', 'wifi', 'điều hoà']",2800
18,1,tro,"['tủ lạnh', 'điều hoà', 'nóng lạnh', 'bếp', 'wifi']",2500
12,0,tro,['tủ lạnh'],1100
32,0,tro,['máy giặt'],2200
39,1,tro,"['tủ quần áo', 'nóng lạnh', 'tủ lạnh', 'điều hoà']",1100
15,1,tro,"['điều hoà', 'nóng lạnh']",2000
39,1,tro,"['nóng lạnh', 'tủ lạnh', 'tủ quần áo', 'bếp', 'wifi']",1600
28,1,tro,"['tủ quần áo', 'bếp', 'điều hoà', 'tủ lạnh', 'máy giặt', 'nóng lạnh']",1800
10,0,tro,"['máy giặt', 'điều hoà', 'nóng lạnh', 'tủ quần áo', 'bếp', 'tủ lạnh']",2100
19,1,tro,['điều hoà'],1300
39,0,tro,"['máy giặt', 'tủ quần áo', 'wifi', 'nóng lạnh', 'tủ lạnh', 'điều hoà']",1900
33,1,tro,['điều hoà'],1800
15,1,tro,"['bếp', 'máy giặt', 'tủ lạnh', 'tủ quần áo', 'wifi', 'nóng lạnh']",1900
13,1,tro,"['tủ quần áo', 'máy giặt', 'điều hoà']",1400
14,0,tro,"['tủ lạnh', 'nóng lạnh']",2700
18,1,tro,"['tủ quần áo', 'nóng lạnh']",2000
15,0,tro,['wifi'],1800
22,1,tro,['điều hoà'],2100
18,0,tro,['tủ quần áo'],2500
26,0,tro,"['wifi', 'điều hoà', 'tủ quần áo', 'máy giặt', 'bếp', 'tủ lạnh']",1500
38,0,tro,"['tủ quần áo', 'nóng lạnh']",1000
30,0,tro,['tủ lạnh'],2900
23,0,tro,"['bếp', 'điều hoà', 'tủ lạnh', 'tủ quần áo', 'wifi', 'máy giặt', 'nóng lạnh']",1100
20,0,tro,"['điều hoà', 'máy giặt', 'nóng lạnh']",1200
27,0,tro,"['điều hoà', 'bếp', 'tủ quần áo']",1200
33,1,tro,"['bếp', 'nóng lạnh', 'điều hoà', 'wifi', 'tủ lạnh', 'tủ quần áo']",1700
23,1,tro,"['nóng lạnh', 'máy giặt', 'tủ quần áo', 'điều hoà', 'tủ lạnh']",1600
25,1,tro,"['nóng lạnh', 'wifi', 'bếp', 'điều hoà', 'tủ quần áo', 'máy giặt']",2900
24,0,tro,"['điều hoà', 'tủ lạnh', 'máy giặt', 'nóng lạnh', 'wifi']",2200
13,1,tro,"['bếp', 'wifi', 'tủ quần áo', 'máy giặt']",2500
18,0,tro,"['nóng lạnh', 'tủ lạnh', 'máy giặt']",1800
29,0,tro,"['tủ quần áo', 'bếp', 'điều hoà']",2700
20,1,tro,"['wifi', 'tủ lạnh', 'điều hoà', 'bếp', 'máy giặt', 'nóng lạnh', 'tủ quần áo']",1800
18,1,tro,"['tủ lạnh', 'điều hoà', 'tủ quần áo', 'bếp', 'máy giặt']",1900
18,0,tro,"['tủ quần áo', 'nóng lạnh', 'điều hoà']",1800
33,0,tro,"['tủ lạnh', 'bếp', 'wifi', 'tủ quần áo']",2900
19,0,tro,"['bếp', 'điều hoà', 'tủ lạnh']",1500
22,1,tro,['wifi'],1700
29,1,tro,"['tủ quần áo', 'điều hoà']",1000
26,1,tro,"['nóng lạnh', 'điều hoà', 'tủ lạnh', 'tủ quần áo', 'máy giặt', 'wifi']",2100
10,0,tro,"['máy giặt', 'wifi', 'tủ lạnh', 'tủ quần áo', 'điều hoà', 'bếp', 'nóng lạnh']",1200
25,0,tro,"['máy giặt', 'tủ quần áo']",1500
39,1,tro,"['nóng lạnh', 'tủ lạnh', 'bếp']",1900
30,1,tro,"['wifi', 'nóng lạnh', 'tủ lạnh']",1100
26,1,tro,"['tủ quần áo', 'wifi', 'tủ lạnh', 'điều hoà']",2600
40,0,tro,"['máy giặt', 'nóng lạnh', 'tủ lạnh', 'wifi', 'điều hoà', 'bếp', 'tủ quần áo']",2900
26,1,tro,"['wifi', 'tủ lạnh']",2600
16,0,tro,"['wifi', 'tủ lạnh', 'tủ quần áo']",1500
23,1,tro,"['điều hoà', 'máy giặt']",2400
18,0,tro,"['bếp', 'wifi', 'nóng lạnh', 'tủ quần áo', 'tủ lạnh']",1500
33,0,tro,['máy giặt'],3000
30,1,tro,"['wifi', 'tủ quần áo', 'nóng lạnh', 'máy giặt', 'tủ lạnh', 'bếp']",2300
34,0,tro,"['nóng lạnh', 'điều hoà', 'máy giặt', 'wifi', 'bếp', 'tủ lạnh']",2800
23,1,tro,"['điều hoà', 'máy giặt']",1400
33,0,tro,"['wifi', 'tủ quần áo']",1300
11,1,tro,"['tủ lạnh', 'nóng lạnh']",1000
40,1,tro,"['tủ lạnh', 'nóng lạnh']",1900
10,0,tro,"['điều hoà', 'máy giặt', 'wifi', 'tủ quần áo', 'nóng lạnh', 'tủ lạnh']",1000
23,1,tro,"['bếp', 'wifi', 'điều hoà', 'tủ quần áo']",1500
27,0,tro,"['tủ lạnh', 'wifi', 'nóng lạnh', 'bếp', 'máy giặt', 'tủ quần áo']",2700
12,0,tro,"['bếp', 'tủ quần áo', 'wifi', 'tủ lạnh', 'nóng lạnh', 'điều hoà']",1900
40,1,tro,['bếp'],2100
35,0,tro,"['điều hoà', 'bếp', 'tủ quần áo', 'máy giặt', 'nóng lạnh', 'tủ lạnh']",2800
18,0,tro,"['điều hoà', 'bếp', 'tủ quần áo', 'máy giặt', 'tủ lạnh', 'nóng lạnh']",1300
32,0,tro,"['nóng lạnh', 'điều hoà', 'wifi', 'máy giặt', 'tủ quần áo']",2600
35,1,tro,"['tủ lạnh', 'nóng lạnh', 'máy giặt', 'điều hoà']",1000
10,1,tro,['bếp'],1200
10,0,tro,"['máy giặt', 'bếp']",1800
25,1,tro,"['tủ quần áo', 'điều hoà', 'nóng lạnh']",1800
31,1,tro,"['wifi', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh', 'máy giặt']",2900
35,0,tro,"['tủ quần áo', 'wifi', 'bếp', 'máy giặt', 'tủ lạnh', 'điều hoà']",1900
22,1,tro,"['tủ lạnh', 'nóng lạnh']",1000
40,0,tro,"['bếp', 'nóng lạnh']",2200
27,1,tro,['nóng lạnh'],1300
21,1,tro,"['điều hoà', 'máy giặt', 'nóng lạnh', 'wifi']",1100
27,0,tro,"['máy giặt', 'wifi', 'bếp', 'tủ quần áo', 'tủ lạnh', 'điều hoà']",1600
25,0,tro,"['bếp', 'điều hoà', 'tủ quần áo', 'wifi', 'máy giặt', 'nóng lạnh', 'tủ lạnh']",2500
26,0,tro,"['nóng lạnh', 'điều hoà', 'tủ lạnh', 'wifi', 'máy giặt', 'tủ quần áo']",2200
24,1,tro,"['tủ lạnh', 'nóng lạnh']",1000
27,1,tro,"['wifi', 'điều hoà']",1900
33,0,tro,"['wifi', 'nóng lạnh', 'điều hoà', 'tủ quần áo', 'tủ lạnh']",1600
33,1,tro,['tủ quần áo'],2500
32,1,tro,['máy giặt'],1100
38,0,tro,"['bếp', 'máy giặt', 'điều hoà', 'tủ quần áo', 'nóng lạnh']",2700
25,0,tro,"['máy giặt', 'điều hoà', 'bếp', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh', 'wifi']",2500
28,1,tro,"['tủ quần áo', 'tủ lạnh', 'máy giặt', 'nóng lạnh', 'bếp', 'điều hoà', 'wifi']",1300
15,0,tro,['tủ quần áo'],2500
35,0,tro,"['tủ quần áo', 'bếp', 'nóng lạnh', 'máy giặt', 'tủ lạnh', 'wifi']",2800
28,1,tro,"['bếp', 'nóng lạnh', 'điều hoà', 'máy giặt', 'tủ quần áo']",2900
34,1,tro,"['tủ lạnh', 'wifi', 'nóng lạnh', 'điều hoà', 'tủ quần áo']",1400
10,0,tro,"['máy giặt', 'nóng lạnh', 'điều hoà', 'tủ lạnh', 'bếp', 'wifi', 'tủ quần áo']",2000
29,1,tro,"['nóng lạnh', 'máy giặt', 'wifi', 'bếp', 'tủ lạnh']",1200
21,0,tro,['điều hoà'],1000
16,0,tro,"['máy giặt', 'nóng lạnh']",1900
19,1,tro,"['tủ lạnh', 'wifi', 'máy giặt', 'điều hoà']",1600
23,1,tro,"['máy giặt', 'tủ lạnh', 'tủ quần áo', 'nóng lạnh', 'điều hoà']",1400
12,1,tro,"['wifi', 'bếp', 'tủ lạnh', 'điều hoà', 'tủ quần áo', 'nóng lạnh']",2600
17,1,tro,"['tủ quần áo', 'tủ lạnh', 'nóng lạnh']",2000
13,0,tro,"['tủ quần áo', 'máy giặt', 'bếp', 'tủ lạnh', 'điều hoà']",2600
15,0,tro,"['tủ lạnh', 'bếp', 'nóng lạnh', 'wifi', 'tủ quần áo', 'điều hoà', 'máy giặt']",1200
35,0,tro,['bếp'],1900
29,1,tro,"['nóng lạnh', 'tủ lạnh', 'điều hoà']",2100
24,1,tro,['bếp'],2900
30,1,tro,"['nóng lạnh', 'máy giặt']",1400
14,1,tro,"['máy giặt', 'điều hoà']",1600
39,1,tro,"['wifi', 'máy giặt', 'tủ lạnh', 'điều hoà', 'tủ quần áo']",2800
25,0,tro,"['tủ lạnh', 'bếp', 'wifi']",1500
20,1,tro,"['wifi', 'máy giặt', 'nóng lạnh', 'bếp']",1000
37,1,tro,"['tủ quần áo', 'wifi']",2100
24,1,tro,"['điều hoà', 'nóng lạnh', 'bếp', 'tủ quần áo']",1600
37,0,tro,"['wifi', 'tủ lạnh', 'nóng lạnh', 'điều hoà', 'tủ quần áo', 'máy giặt', 'bếp']",2400
32,0,tro,"['tủ quần áo', 'nóng lạnh', 'tủ lạnh', 'điều hoà', 'máy giặt', 'wifi']",2500
14,1,tro,['máy giặt'],1600
25,0,tro,"['điều hoà', 'máy giặt']",2300
35,0,tro,"['tủ lạnh', 'tủ quần áo', 'bếp', 'máy giặt', 'wifi', 'điều hoà', 'nóng lạnh']",1100
40,1,tro,"['bếp', 'tủ quần áo']",1100
37,0,tro,"['tủ lạnh', 'tủ quần áo', 'máy giặt', 'bếp', 'điều hoà', 'wifi', 'nóng lạnh']",2400
18,0,tro,"['tủ quần áo', 'máy giặt', 'wifi']",1400
25,0,tro,"['nóng lạnh', 'wifi', 'tủ quần áo']",2600
20,1,tro,"['wifi', 'tủ quần áo', 'điều hoà', 'nóng lạnh', 'bếp', 'máy giặt', 'tủ lạnh']",2800
32,1,tro,"['tủ lạnh', 'điều hoà', 'nóng lạnh']",1400
26,1,tro,"['tủ lạnh', 'tủ quần áo', 'bếp', 'điều hoà', 'wifi']",1000
33,0,tro,['tủ quần áo'],2800
35,0,tro,"['bếp', 'wifi']",2100
17,1,tro,['tủ quần áo'],2000
34,0,tro,"['tủ lạnh', 'tủ quần áo', 'máy giặt', 'bếp', 'điều hoà', 'nóng lạnh']",1200
11,0,tro,"['máy giặt', 'tủ lạnh']",2700
21,1,tro,"['wifi', 'máy giặt', 'điều hoà', 'nóng lạnh', 'tủ lạnh', 'bếp']",2500
39,0,tro,"['máy giặt', 'tủ lạnh', 'bếp', 'tủ quần áo']",2100
26,1,tro,"['điều hoà', 'tủ quần áo']",2600
18,0,tro,"['tủ quần áo', 'nóng lạnh', 'wifi', 'máy giặt', 'tủ lạnh', 'điều hoà']",1500
22,0,tro,"['wifi', 'nóng lạnh', 'tủ lạnh']",2200
36,0,tro,"['nóng lạnh', 'bếp', 'tủ quần áo', 'máy giặt', 'điều hoà', 'wifi', 'tủ lạnh']",1500
27,1,tro,"['tủ lạnh', 'nóng lạnh', 'máy giặt']",2600
30,1,tro,"['máy giặt', 'điều hoà', 'wifi', 'bếp', 'tủ lạnh']",1500
38,0,tro,"['bếp', 'tủ lạnh', 'nóng lạnh', 'điều hoà', 'wifi']",2100
29,0,tro,"['điều hoà', 'máy giặt', 'wifi', 'tủ quần áo', 'bếp']",2600
13,1,tro,"['bếp', 'máy giặt', 'tủ quần áo', 'wifi', 'nóng lạnh', 'điều hoà']",1200
19,0,tro,"['wifi', 'nóng lạnh']",2500
38,0,tro,"['bếp', 'điều hoà', 'tủ quần áo']",1000
14,1,tro,"['máy giặt', 'bếp', 'tủ quần áo', 'wifi', 'tủ lạnh', 'nóng lạnh', 'điều hoà']",1400
26,0,tro,"['wifi', 'máy giặt', 'nóng lạnh', 'điều hoà', 'bếp', 'tủ lạnh', 'tủ quần áo']",2500
14,1,tro,['máy giặt'],2400
14,1,tro,"['wifi', 'bếp']",2200
12,1,tro,"['tủ lạnh', 'máy giặt', 'nóng lạnh', 'tủ quần áo', 'wifi', 'bếp', 'điều hoà']",1800
39,1,tro,"['wifi', 'máy giặt', 'điều hoà']",2600
20,1,tro,"['máy giặt', 'tủ quần áo', 'tủ lạnh', 'điều hoà', 'wifi', 'nóng lạnh', 'bếp']",2200
16,0,tro,['bếp'],1300
11,1,tro,"['tủ quần áo', 'bếp', 'wifi']",2100
10,1,tro,"['điều hoà', 'wifi', 'máy giặt']",1300
25,0,tro,"['bếp', 'điều hoà', 'tủ lạnh', 'wifi']",2700
25,1,tro,"['nóng lạnh', 'tủ lạnh', 'tủ quần áo', 'bếp']",1300
12,1,tro,"['điều hoà', 'tủ lạnh', 'nóng lạnh']",2300
28,0,tro,"['tủ quần áo', 'nóng lạnh', 'bếp']",2900
26,0,tro,"['tủ lạnh', 'điều hoà', 'wifi', 'máy giặt', 'tủ quần áo', 'nóng lạnh']",2200
11,0,tro,"['máy giặt', 'nóng lạnh', 'điều hoà']",2200
14,1,tro,"['nóng lạnh', 'máy giặt', 'tủ lạnh', 'bếp', 'điều hoà', 'tủ quần áo', 'wifi']",1900
30,1,tro,"['điều hoà', 'máy giặt', 'tủ lạnh', 'bếp', 'tủ quần áo', 'nóng lạnh']",2800
24,0,tro,"['wifi', 'nóng lạnh']",2200
28,0,tro,"['máy giặt', 'bếp', 'nóng lạnh', 'wifi', 'tủ quần áo']",2600
14,0,tro,"['tủ lạnh', 'máy giặt', 'wifi', 'điều hoà', 'nóng lạnh', 'tủ quần áo']",2200
28,1,tro,"['nóng lạnh', 'điều hoà', 'tủ quần áo', 'máy giặt', 'bếp']",2200
18,1,tro,"['bếp', 'wifi', 'máy giặt', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh', 'điều hoà']",2000
12,0,tro,['wifi'],1400
19,0,tro,"['máy giặt', 'wifi', 'nóng lạnh', 'tủ lạnh', 'bếp']",1400
21,0,tro,"['tủ quần áo', 'máy giặt', 'nóng lạnh', 'wifi']",2700
39,0,tro,"['máy giặt', 'wifi', 'nóng lạnh']",2400
14,1,tro,"['máy giặt', 'bếp', 'điều hoà', 'tủ lạnh', 'wifi', 'tủ quần áo', 'nóng lạnh']",1000
38,0,tro,"['điều hoà', 'wifi', 'tủ quần áo', 'máy giặt', 'bếp']",2300
24,1,tro,"['điều hoà', 'tủ quần áo', 'bếp', 'nóng lạnh']",1800
39,0,tro,"['bếp', 'wifi', 'tủ quần áo']",2000
21,1,tro,"['wifi', 'tủ lạnh']",1700
11,1,tro,"['máy giặt', 'tủ lạnh', 'nóng lạnh', 'wifi', 'bếp', 'tủ quần áo']",1800
20,0,tro,"['điều hoà', 'tủ quần áo', 'máy giặt', 'bếp', 'wifi', 'tủ lạnh', 'nóng lạnh']",1400
13,0,tro,"['máy giặt', 'wifi', 'tủ lạnh', 'nóng lạnh', 'bếp', 'điều hoà', 'tủ quần áo']",1000
38,1,tro,"['điều hoà', 'bếp', 'wifi', 'máy giặt', 'tủ lạnh', 'nóng lạnh', 'tủ quần áo']",1500
13,1,tro,"['máy giặt', 'điều hoà', 'wifi', 'bếp', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh']",1700
29,0,tro,['wifi'],2200
31,0,tro,"['máy giặt', 'điều hoà', 'wifi', 'nóng lạnh', 'bếp', 'tủ quần áo', 'tủ lạnh']",2100
13,1,tro,"['điều hoà', 'wifi', 'tủ lạnh', 'tủ quần áo', 'nóng lạnh']",1300
19,0,tro,"['wifi', 'máy giặt', 'tủ quần áo', 'nóng lạnh', 'điều hoà']",1500
31,0,tro,"['tủ lạnh', 'wifi', 'máy giặt', 'bếp']",1200
19,0,tro,"['điều hoà', 'máy giặt', 'nóng lạnh', 'tủ lạnh', 'tủ quần áo']",1900
28,0,tro,"['tủ lạnh', 'tủ quần áo', 'nóng lạnh']",2800
21,1,tro,"['bếp', 'nóng lạnh', 'tủ lạnh', 'điều hoà', 'tủ quần áo']",1200
15,1,tro,"['máy giặt', 'tủ lạnh', 'bếp', 'nóng lạnh', 'wifi', 'tủ quần áo', 'điều hoà']",2400
34,1,tro,"['wifi', 'máy giặt']",1900
10,1,tro,['tủ lạnh'],1700
31,0,tro,"['wifi', 'tủ quần áo']",1600
34,0,tro,"['bếp', 'điều hoà', 'tủ quần áo', 'nóng lạnh', 'tủ lạnh', 'wifi', 'máy giặt']",2200
25,1,tro,"['tủ lạnh', 'điều hoà', 'tủ quần áo', 'bếp', 'nóng lạnh', 'máy giặt']",1600
